"","companyName","marketcap","week52high","week52low","week52highSplitAdjustOnly","week52lowSplitAdjustOnly","week52change","sharesOutstanding","float","avg10Volume","avg30Volume","day200MovingAvg","day50MovingAvg","employees","ttmEPS","ttmDividendRate","dividendYield","nextDividendDate","exDividendDate","nextEarningsDate","peRatio","beta","maxChangePercent","year5ChangePercent","year2ChangePercent","year1ChangePercent","ytdChangePercent","month6ChangePercent","month3ChangePercent","month1ChangePercent","day30ChangePercent","day5ChangePercent","symbol"
"5634","Dropbox Inc",6722498862,33,19.9,33,19.9,-0.127831094049904,295884633,0,2494489,3101175,25.17,22.38,2760,0.8484,0,0,NA,NA,2022-05-05,20.0193533703395,1.23823649920279,-0.202247191011236,-0.202247191011236,0.258028792912514,-0.158206743238236,-0.0741646291768542,-0.202247191011236,-0.0661734484175914,0.116461916461916,0.116461916461916,-0.0592132505175983,"DBX"
"5633","Dropbox Inc",6722498862,33,19.9,33,19.9,-0.127831094049904,295884633,0,2494489,3101175,25.17,22.38,2760,0.8484,0,0,NA,NA,2022-05-05,20.0193533703395,1.23823649920279,-0.202247191011236,-0.202247191011236,0.258028792912514,-0.158206743238236,-0.0741646291768542,-0.202247191011236,-0.0661734484175914,0.116461916461916,0.116461916461916,-0.0592132505175983,"DBX"
"5632","Dropbox Inc",6722498862,33,19.9,33,19.9,-0.127831094049904,295884633,0,2494489,3101175,25.17,22.38,2760,0.8484,0,0,NA,NA,2022-05-05,20.0193533703395,1.23823649920279,-0.202247191011236,-0.202247191011236,0.258028792912514,-0.158206743238236,-0.0741646291768542,-0.202247191011236,-0.0661734484175914,0.116461916461916,0.116461916461916,-0.0592132505175983,"DBX"
"5631","Dropbox Inc",6722498862,33,19.9,33,19.9,-0.127831094049904,295884633,0,2494489,3101175,25.17,22.38,2760,0.8484,0,0,NA,NA,2022-05-05,20.0193533703395,1.23823649920279,-0.202247191011236,-0.202247191011236,0.258028792912514,-0.158206743238236,-0.0741646291768542,-0.202247191011236,-0.0661734484175914,0.116461916461916,0.116461916461916,-0.0592132505175983,"DBX"
"5630","Daktronics Inc.",166861530,7.23,3.65,7.23,3.65,-0.41838351822504,45466357,0,287238,271887,4.89,4.15,2533,0.0432,0,0,NA,NA,2022-06-08,84.8736165768057,0.785886495700108,-0.856138232734628,-0.559899268497422,-0.232217573221757,-0.424764890282132,-0.273267326732673,-0.341113105924596,-0.268924302788845,-0.119904076738609,-0.119904076738609,-0.0492227979274611,"DAKT"
"5629","Daktronics Inc.",166861530,7.23,3.65,7.23,3.65,-0.41838351822504,45466357,0,287238,271887,4.89,4.15,2533,0.0432,0,0,NA,NA,2022-06-08,84.8736165768057,0.785886495700108,-0.856138232734628,-0.559899268497422,-0.232217573221757,-0.424764890282132,-0.273267326732673,-0.341113105924596,-0.268924302788845,-0.119904076738609,-0.119904076738609,-0.0492227979274611,"DAKT"
"5628","Daktronics Inc.",166861530,7.23,3.65,7.23,3.65,-0.41838351822504,45466357,0,287238,271887,4.89,4.15,2533,0.0432,0,0,NA,NA,2022-06-08,84.8736165768057,0.785886495700108,-0.856138232734628,-0.559899268497422,-0.232217573221757,-0.424764890282132,-0.273267326732673,-0.341113105924596,-0.268924302788845,-0.119904076738609,-0.119904076738609,-0.0492227979274611,"DAKT"
"5627","Daktronics Inc.",166861530,7.23,3.65,7.23,3.65,-0.41838351822504,45466357,0,287238,271887,4.89,4.15,2533,0.0432,0,0,NA,NA,2022-06-08,84.8736165768057,0.785886495700108,-0.856138232734628,-0.559899268497422,-0.232217573221757,-0.424764890282132,-0.273267326732673,-0.341113105924596,-0.268924302788845,-0.119904076738609,-0.119904076738609,-0.0492227979274611,"DAKT"
"5626","Daktronics Inc.",166861530,7.23,3.65,7.23,3.65,-0.41838351822504,45466357,0,287238,271887,4.89,4.15,2533,0.0432,0,0,NA,NA,2022-06-08,84.8736165768057,0.785886495700108,-0.856138232734628,-0.559899268497422,-0.232217573221757,-0.424764890282132,-0.273267326732673,-0.341113105924596,-0.268924302788845,-0.119904076738609,-0.119904076738609,-0.0492227979274611,"DAKT"
"5625","Caesars Entertainment Inc",14684586270,119.81,67.22,119.81,67.22,-0.272977843740062,214123451,0,2716159,2289335,90.8,77.6,2020,-4.83,0,0,NA,NA,2022-05-03,-14.4107814225515,1.96204002261669,15.0985915492958,2.49897959183673,2.78685808945334,-0.288072251635005,-0.266759328557682,-0.402457088089222,-0.237830629028673,-0.0832776366795883,-0.0832776366795883,-0.150080555211302,"CZR"
"5624","Caesars Entertainment Inc",14684586270,119.81,67.22,119.81,67.22,-0.272977843740062,214123451,0,2716159,2289335,90.8,77.6,2020,-4.83,0,0,NA,NA,2022-05-03,-14.4107814225515,1.96204002261669,15.0985915492958,2.49897959183673,2.78685808945334,-0.288072251635005,-0.266759328557682,-0.402457088089222,-0.237830629028673,-0.0832776366795883,-0.0832776366795883,-0.150080555211302,"CZR"
"5623","Caesars Entertainment Inc",14684586270,119.81,67.22,119.81,67.22,-0.272977843740062,214123451,0,2716159,2289335,90.8,77.6,2020,-4.83,0,0,NA,NA,2022-05-03,-14.4107814225515,1.96204002261669,15.0985915492958,2.49897959183673,2.78685808945334,-0.288072251635005,-0.266759328557682,-0.402457088089222,-0.237830629028673,-0.0832776366795883,-0.0832776366795883,-0.150080555211302,"CZR"
"5622","Caesars Entertainment Inc",14684586270,119.81,67.22,119.81,67.22,-0.272977843740062,214123451,0,2716159,2289335,90.8,77.6,2020,-4.83,0,0,NA,NA,2022-05-03,-14.4107814225515,1.96204002261669,15.0985915492958,2.49897959183673,2.78685808945334,-0.288072251635005,-0.266759328557682,-0.402457088089222,-0.237830629028673,-0.0832776366795883,-0.0832776366795883,-0.150080555211302,"CZR"
"5621","Caesars Entertainment Inc",14684586270,119.81,67.22,119.81,67.22,-0.272977843740062,214123451,0,2716159,2289335,90.8,77.6,2020,-4.83,0,0,NA,NA,2022-05-03,-14.4107814225515,1.96204002261669,15.0985915492958,2.49897959183673,2.78685808945334,-0.288072251635005,-0.266759328557682,-0.402457088089222,-0.237830629028673,-0.0832776366795883,-0.0832776366795883,-0.150080555211302,"CZR"
"5620","Citizens & Northern Corp",385026021,27.68,22,27.99,23,0.0442732364744511,15825155,0,21324,24183,25.37,24.68,2018,1.92,1.10162757301693,0.0452785685580326,NA,2022-01-28,2022-04-21,12.7016798452809,0.650144206114244,1.27179353103757,0.317820639898604,0.366170847160689,0.0889803956673529,-0.0580756559208057,-0.0329542789686436,-0.0964727902019475,-0.0177634234961648,-0.0177634234961648,-0.00896130346232193,"CZNC"
"5619","Citizens & Northern Corp",385026021,27.68,22,27.99,23,0.0442732364744511,15825155,0,21324,24183,25.37,24.68,2018,1.92,1.10162757301693,0.0452785685580326,NA,2022-01-28,2022-04-21,12.7016798452809,0.650144206114244,1.27179353103757,0.317820639898604,0.366170847160689,0.0889803956673529,-0.0580756559208057,-0.0329542789686436,-0.0964727902019475,-0.0177634234961648,-0.0177634234961648,-0.00896130346232193,"CZNC"
"5618","Citizens & Northern Corp",385026021,27.68,22,27.99,23,0.0442732364744511,15825155,0,21324,24183,25.37,24.68,2018,1.92,1.10162757301693,0.0452785685580326,NA,2022-01-28,2022-04-21,12.7016798452809,0.650144206114244,1.27179353103757,0.317820639898604,0.366170847160689,0.0889803956673529,-0.0580756559208057,-0.0329542789686436,-0.0964727902019475,-0.0177634234961648,-0.0177634234961648,-0.00896130346232193,"CZNC"
"5617","Citizens & Northern Corp",385026021,27.68,22,27.99,23,0.0442732364744511,15825155,0,21324,24183,25.37,24.68,2018,1.92,1.10162757301693,0.0452785685580326,NA,2022-01-28,2022-04-21,12.7016798452809,0.650144206114244,1.27179353103757,0.317820639898604,0.366170847160689,0.0889803956673529,-0.0580756559208057,-0.0329542789686436,-0.0964727902019475,-0.0177634234961648,-0.0177634234961648,-0.00896130346232193,"CZNC"
"5616","Citizens & Northern Corp",385026021,27.68,22,27.99,23,0.0442732364744511,15825155,0,21324,24183,25.37,24.68,2018,1.92,1.10162757301693,0.0452785685580326,NA,2022-01-28,2022-04-21,12.7016798452809,0.650144206114244,1.27179353103757,0.317820639898604,0.366170847160689,0.0889803956673529,-0.0580756559208057,-0.0329542789686436,-0.0964727902019475,-0.0177634234961648,-0.0177634234961648,-0.00896130346232193,"CZNC"
"5615","Cytokinetics Inc",3511646857,47.9,17.72,47.9,17.72,0.722012578616352,85503941,0,1102403,944372,37.21,37.09,184,-2.8,0,0,NA,NA,2022-05-04,-16.3094218530611,1.07589363517947,-0.0848930481283423,2.60263157894737,1.95680345572354,0.699917218543046,-0.0989469065379552,0.13265306122449,0.179494543365882,0.0952,0.0952,0.0257242757242757,"CYTK"
"5614","Cytokinetics Inc",3511646857,47.9,17.72,47.9,17.72,0.722012578616352,85503941,0,1102403,944372,37.21,37.09,184,-2.8,0,0,NA,NA,2022-05-04,-16.3094218530611,1.07589363517947,-0.0848930481283423,2.60263157894737,1.95680345572354,0.699917218543046,-0.0989469065379552,0.13265306122449,0.179494543365882,0.0952,0.0952,0.0257242757242757,"CYTK"
"5613","Cytokinetics Inc",3511646857,47.9,17.72,47.9,17.72,0.722012578616352,85503941,0,1102403,944372,37.21,37.09,184,-2.8,0,0,NA,NA,2022-05-04,-16.3094218530611,1.07589363517947,-0.0848930481283423,2.60263157894737,1.95680345572354,0.699917218543046,-0.0989469065379552,0.13265306122449,0.179494543365882,0.0952,0.0952,0.0257242757242757,"CYTK"
"5612","Cytokinetics Inc",3511646857,47.9,17.72,47.9,17.72,0.722012578616352,85503941,0,1102403,944372,37.21,37.09,184,-2.8,0,0,NA,NA,2022-05-04,-16.3094218530611,1.07589363517947,-0.0848930481283423,2.60263157894737,1.95680345572354,0.699917218543046,-0.0989469065379552,0.13265306122449,0.179494543365882,0.0952,0.0952,0.0257242757242757,"CYTK"
"5611","Cytokinetics Inc",3511646857,47.9,17.72,47.9,17.72,0.722012578616352,85503941,0,1102403,944372,37.21,37.09,184,-2.8,0,0,NA,NA,2022-05-04,-16.3094218530611,1.07589363517947,-0.0848930481283423,2.60263157894737,1.95680345572354,0.699917218543046,-0.0989469065379552,0.13265306122449,0.179494543365882,0.0952,0.0952,0.0257242757242757,"CYTK"
"5610","CyberArk Software Ltd",6977696266,201.68,113.34,201.68,113.34,0.254481318839536,40041870,0,397691,412510,163.88,161.01,1689,-2.12,0,0,NA,NA,2022-05-12,-83.1212477807162,1.26593200057508,4.82225192114935,2.29788039364118,0.955999551015827,0.283683241252302,0.00565558633425666,0.063209273947529,0.0778746829962269,0.16057276057276,0.16057276057276,-0.00011475786091352,"CYBR"
"5609","CyberArk Software Ltd",6977696266,201.68,113.34,201.68,113.34,0.254481318839536,40041870,0,397691,412510,163.88,161.01,1689,-2.12,0,0,NA,NA,2022-05-12,-83.1212477807162,1.26593200057508,4.82225192114935,2.29788039364118,0.955999551015827,0.283683241252302,0.00565558633425666,0.063209273947529,0.0778746829962269,0.16057276057276,0.16057276057276,-0.00011475786091352,"CYBR"
"5608","CyberArk Software Ltd",6977696266,201.68,113.34,201.68,113.34,0.254481318839536,40041870,0,397691,412510,163.88,161.01,1689,-2.12,0,0,NA,NA,2022-05-12,-83.1212477807162,1.26593200057508,4.82225192114935,2.29788039364118,0.955999551015827,0.283683241252302,0.00565558633425666,0.063209273947529,0.0778746829962269,0.16057276057276,0.16057276057276,-0.00011475786091352,"CYBR"
"5607","CyberArk Software Ltd",6977696266,201.68,113.34,201.68,113.34,0.254481318839536,40041870,0,397691,412510,163.88,161.01,1689,-2.12,0,0,NA,NA,2022-05-12,-83.1212477807162,1.26593200057508,4.82225192114935,2.29788039364118,0.955999551015827,0.283683241252302,0.00565558633425666,0.063209273947529,0.0778746829962269,0.16057276057276,0.16057276057276,-0.00011475786091352,"CYBR"
"5606","CyberArk Software Ltd",6977696266,201.68,113.34,201.68,113.34,0.254481318839536,40041870,0,397691,412510,163.88,161.01,1689,-2.12,0,0,NA,NA,2022-05-12,-83.1212477807162,1.26593200057508,4.82225192114935,2.29788039364118,0.955999551015827,0.283683241252302,0.00565558633425666,0.063209273947529,0.0778746829962269,0.16057276057276,0.16057276057276,-0.00011475786091352,"CYBR"
"5605","Cyberoptics Corp.",293812488,49.95,25.62,49.95,25.62,0.526538461538461,7402683,0,61172,47344,39.93,38.06,183,1.69,0,0,NA,NA,NA,23.042309487099,1.38553892581982,2.12765957446809,0.616700610997963,1.0856542301629,0.517782026768642,-0.146451612903226,0.13855421686747,-0.0185459940652819,0.0847226018037714,0.0847226018037714,-0.00176056338028174,"CYBE"
"5604","Cyberoptics Corp.",293812488,49.95,25.62,49.95,25.62,0.526538461538461,7402683,0,61172,47344,39.93,38.06,183,1.69,0,0,NA,NA,NA,23.042309487099,1.38553892581982,2.12765957446809,0.616700610997963,1.0856542301629,0.517782026768642,-0.146451612903226,0.13855421686747,-0.0185459940652819,0.0847226018037714,0.0847226018037714,-0.00176056338028174,"CYBE"
"5603","Cyberoptics Corp.",293812488,49.95,25.62,49.95,25.62,0.526538461538461,7402683,0,61172,47344,39.93,38.06,183,1.69,0,0,NA,NA,NA,23.042309487099,1.38553892581982,2.12765957446809,0.616700610997963,1.0856542301629,0.517782026768642,-0.146451612903226,0.13855421686747,-0.0185459940652819,0.0847226018037714,0.0847226018037714,-0.00176056338028174,"CYBE"
"5602","Cyberoptics Corp.",293812488,49.95,25.62,49.95,25.62,0.526538461538461,7402683,0,61172,47344,39.93,38.06,183,1.69,0,0,NA,NA,NA,23.042309487099,1.38553892581982,2.12765957446809,0.616700610997963,1.0856542301629,0.517782026768642,-0.146451612903226,0.13855421686747,-0.0185459940652819,0.0847226018037714,0.0847226018037714,-0.00176056338028174,"CYBE"
"5601","Cyberoptics Corp.",293812488,49.95,25.62,49.95,25.62,0.526538461538461,7402683,0,61172,47344,39.93,38.06,183,1.69,0,0,NA,NA,NA,23.042309487099,1.38553892581982,2.12765957446809,0.616700610997963,1.0856542301629,0.517782026768642,-0.146451612903226,0.13855421686747,-0.0185459940652819,0.0847226018037714,0.0847226018037714,-0.00176056338028174,"CYBE"
"5600","Casella Waste Systems, Inc.",4540612042,92.75,62.47,92.75,62.47,0.374809160305343,50423232,0,227073,340199,81.98,84.3,2500,0.7978,0,0,NA,NA,2022-04-28,110.477178627737,0.701634979019983,6.3630417007359,5.39559659090909,0.889028739249003,0.372295032002438,0.0542027628190118,0.150945807770961,0.142476528799797,-0.00716648291069466,-0.00716648291069466,0.0296135376171964,"CWST"
"5599","Casella Waste Systems, Inc.",4540612042,92.75,62.47,92.75,62.47,0.374809160305343,50423232,0,227073,340199,81.98,84.3,2500,0.7978,0,0,NA,NA,2022-04-28,110.477178627737,0.701634979019983,6.3630417007359,5.39559659090909,0.889028739249003,0.372295032002438,0.0542027628190118,0.150945807770961,0.142476528799797,-0.00716648291069466,-0.00716648291069466,0.0296135376171964,"CWST"
"5598","Casella Waste Systems, Inc.",4540612042,92.75,62.47,92.75,62.47,0.374809160305343,50423232,0,227073,340199,81.98,84.3,2500,0.7978,0,0,NA,NA,2022-04-28,110.477178627737,0.701634979019983,6.3630417007359,5.39559659090909,0.889028739249003,0.372295032002438,0.0542027628190118,0.150945807770961,0.142476528799797,-0.00716648291069466,-0.00716648291069466,0.0296135376171964,"CWST"
"5597","Casella Waste Systems, Inc.",4540612042,92.75,62.47,92.75,62.47,0.374809160305343,50423232,0,227073,340199,81.98,84.3,2500,0.7978,0,0,NA,NA,2022-04-28,110.477178627737,0.701634979019983,6.3630417007359,5.39559659090909,0.889028739249003,0.372295032002438,0.0542027628190118,0.150945807770961,0.142476528799797,-0.00716648291069466,-0.00716648291069466,0.0296135376171964,"CWST"
"5596","Casella Waste Systems, Inc.",4540612042,92.75,62.47,92.75,62.47,0.374809160305343,50423232,0,227073,340199,81.98,84.3,2500,0.7978,0,0,NA,NA,2022-04-28,110.477178627737,0.701634979019983,6.3630417007359,5.39559659090909,0.889028739249003,0.372295032002438,0.0542027628190118,0.150945807770961,0.142476528799797,-0.00716648291069466,-0.00716648291069466,0.0296135376171964,"CWST"
"5595","Consolidated Water Co. Ltd.",172793541,12.85,8.94,13.24,9.01,-0.0729557695446384,15210699,0,54166,124444,10.6,10.42,102,0.0572,0.336093263859911,0.0295856746355555,NA,2022-03-31,2022-05-16,197.347744338318,0.305870229015137,-0.351038851978589,0.110665715039939,-0.20737365773334,-0.0677903513018931,0.0759817386197881,-0.00011442352547685,0.114752811414441,0.055154093366276,0.055154093366276,-0.0113141862489121,"CWCO"
"5594","Consolidated Water Co. Ltd.",172793541,12.85,8.94,13.24,9.01,-0.0729557695446384,15210699,0,54166,124444,10.6,10.42,102,0.0572,0.336093263859911,0.0295856746355555,NA,2022-03-31,2022-05-16,197.347744338318,0.305870229015137,-0.351038851978589,0.110665715039939,-0.20737365773334,-0.0677903513018931,0.0759817386197881,-0.00011442352547685,0.114752811414441,0.055154093366276,0.055154093366276,-0.0113141862489121,"CWCO"
"5593","Consolidated Water Co. Ltd.",172793541,12.85,8.94,13.24,9.01,-0.0729557695446384,15210699,0,54166,124444,10.6,10.42,102,0.0572,0.336093263859911,0.0295856746355555,NA,2022-03-31,2022-05-16,197.347744338318,0.305870229015137,-0.351038851978589,0.110665715039939,-0.20737365773334,-0.0677903513018931,0.0759817386197881,-0.00011442352547685,0.114752811414441,0.055154093366276,0.055154093366276,-0.0113141862489121,"CWCO"
"5592","Consolidated Water Co. Ltd.",172793541,12.85,8.94,13.24,9.01,-0.0729557695446384,15210699,0,54166,124444,10.6,10.42,102,0.0572,0.336093263859911,0.0295856746355555,NA,2022-03-31,2022-05-16,197.347744338318,0.305870229015137,-0.351038851978589,0.110665715039939,-0.20737365773334,-0.0677903513018931,0.0759817386197881,-0.00011442352547685,0.114752811414441,0.055154093366276,0.055154093366276,-0.0113141862489121,"CWCO"
"5591","Consolidated Water Co. Ltd.",172793541,12.85,8.94,13.24,9.01,-0.0729557695446384,15210699,0,54166,124444,10.6,10.42,102,0.0572,0.336093263859911,0.0295856746355555,NA,2022-03-31,2022-05-16,197.347744338318,0.305870229015137,-0.351038851978589,0.110665715039939,-0.20737365773334,-0.0677903513018931,0.0759817386197881,-0.00011442352547685,0.114752811414441,0.055154093366276,0.055154093366276,-0.0113141862489121,"CWCO"
"5590","Commvault Systems Inc",2831316603,84.22,59.01,84.22,59.01,-0.0572700296735906,44559594,0,146440,284314,67.17,64.15,2671,0.6784,0,0,NA,NA,2022-05-03,88.7643541010126,1.09053621051472,2.17541229385307,0.234985422740525,0.52045944005743,-0.0565701559020044,-0.0780615206035984,-0.137856173677069,-0.0885095395208721,0.0518126138056614,0.0518126138056614,-0.0551672862453532,"CVLT"
"5589","Commvault Systems Inc",2831316603,84.22,59.01,84.22,59.01,-0.0572700296735906,44559594,0,146440,284314,67.17,64.15,2671,0.6784,0,0,NA,NA,2022-05-03,88.7643541010126,1.09053621051472,2.17541229385307,0.234985422740525,0.52045944005743,-0.0565701559020044,-0.0780615206035984,-0.137856173677069,-0.0885095395208721,0.0518126138056614,0.0518126138056614,-0.0551672862453532,"CVLT"
"5588","Commvault Systems Inc",2831316603,84.22,59.01,84.22,59.01,-0.0572700296735906,44559594,0,146440,284314,67.17,64.15,2671,0.6784,0,0,NA,NA,2022-05-03,88.7643541010126,1.09053621051472,2.17541229385307,0.234985422740525,0.52045944005743,-0.0565701559020044,-0.0780615206035984,-0.137856173677069,-0.0885095395208721,0.0518126138056614,0.0518126138056614,-0.0551672862453532,"CVLT"
"5587","Commvault Systems Inc",2831316603,84.22,59.01,84.22,59.01,-0.0572700296735906,44559594,0,146440,284314,67.17,64.15,2671,0.6784,0,0,NA,NA,2022-05-03,88.7643541010126,1.09053621051472,2.17541229385307,0.234985422740525,0.52045944005743,-0.0565701559020044,-0.0780615206035984,-0.137856173677069,-0.0885095395208721,0.0518126138056614,0.0518126138056614,-0.0551672862453532,"CVLT"
"5586","Commvault Systems Inc",2831316603,84.22,59.01,84.22,59.01,-0.0572700296735906,44559594,0,146440,284314,67.17,64.15,2671,0.6784,0,0,NA,NA,2022-05-03,88.7643541010126,1.09053621051472,2.17541229385307,0.234985422740525,0.52045944005743,-0.0565701559020044,-0.0780615206035984,-0.137856173677069,-0.0885095395208721,0.0518126138056614,0.0518126138056614,-0.0551672862453532,"CVLT"
"5585","Covenant Logistics Group Inc",278363820,34.65,18.25,34.75,18.3,-0.049599636437283,14467974,0,121341,101747,24.77,21.94,4900,3.57,0.0625,0.00324844074844074,NA,2022-03-03,2022-04-27,4.58362950370492,0.936974932457483,0.688830370858021,0.058422268676422,1.33778857837181,-0.0551861636826134,-0.270028682864644,-0.349305339484044,-0.157872621668585,-0.122262773722628,-0.122262773722628,-0.0461080813088747,"CVLG"
"5584","Covenant Logistics Group Inc",278363820,34.65,18.25,34.75,18.3,-0.049599636437283,14467974,0,121341,101747,24.77,21.94,4900,3.57,0.0625,0.00324844074844074,NA,2022-03-03,2022-04-27,4.58362950370492,0.936974932457483,0.688830370858021,0.058422268676422,1.33778857837181,-0.0551861636826134,-0.270028682864644,-0.349305339484044,-0.157872621668585,-0.122262773722628,-0.122262773722628,-0.0461080813088747,"CVLG"
"5583","Covenant Logistics Group Inc",278363820,34.65,18.25,34.75,18.3,-0.049599636437283,14467974,0,121341,101747,24.77,21.94,4900,3.57,0.0625,0.00324844074844074,NA,2022-03-03,2022-04-27,4.58362950370492,0.936974932457483,0.688830370858021,0.058422268676422,1.33778857837181,-0.0551861636826134,-0.270028682864644,-0.349305339484044,-0.157872621668585,-0.122262773722628,-0.122262773722628,-0.0461080813088747,"CVLG"
"5582","Covenant Logistics Group Inc",278363820,34.65,18.25,34.75,18.3,-0.049599636437283,14467974,0,121341,101747,24.77,21.94,4900,3.57,0.0625,0.00324844074844074,NA,2022-03-03,2022-04-27,4.58362950370492,0.936974932457483,0.688830370858021,0.058422268676422,1.33778857837181,-0.0551861636826134,-0.270028682864644,-0.349305339484044,-0.157872621668585,-0.122262773722628,-0.122262773722628,-0.0461080813088747,"CVLG"
"5581","Covenant Logistics Group Inc",278363820,34.65,18.25,34.75,18.3,-0.049599636437283,14467974,0,121341,101747,24.77,21.94,4900,3.57,0.0625,0.00324844074844074,NA,2022-03-03,2022-04-27,4.58362950370492,0.936974932457483,0.688830370858021,0.058422268676422,1.33778857837181,-0.0551861636826134,-0.270028682864644,-0.349305339484044,-0.157872621668585,-0.122262773722628,-0.122262773722628,-0.0461080813088747,"CVLG"
"5580","Calavo Growers, Inc",661881491,78.74,32.34,80.96,32.75,-0.505499596299189,17716314,0,88879,163437,40.33,38.67,3971,-1.2,1.14999997615814,0.0307815839442757,NA,2021-11-10,2022-06-08,-31.3123990462674,0.424839185231736,3.64410909181314,-0.348194362299953,-0.388914423484267,-0.499507679529516,-0.118867924528302,0.0498156640589873,-0.134183082271147,0.0340437309714918,0.0340437309714918,0.00673672864457008,"CVGW"
"5579","Calavo Growers, Inc",661881491,78.74,32.34,80.96,32.75,-0.505499596299189,17716314,0,88879,163437,40.33,38.67,3971,-1.2,1.14999997615814,0.0307815839442757,NA,2021-11-10,2022-06-08,-31.3123990462674,0.424839185231736,3.64410909181314,-0.348194362299953,-0.388914423484267,-0.499507679529516,-0.118867924528302,0.0498156640589873,-0.134183082271147,0.0340437309714918,0.0340437309714918,0.00673672864457008,"CVGW"
"5578","Calavo Growers, Inc",661881491,78.74,32.34,80.96,32.75,-0.505499596299189,17716314,0,88879,163437,40.33,38.67,3971,-1.2,1.14999997615814,0.0307815839442757,NA,2021-11-10,2022-06-08,-31.3123990462674,0.424839185231736,3.64410909181314,-0.348194362299953,-0.388914423484267,-0.499507679529516,-0.118867924528302,0.0498156640589873,-0.134183082271147,0.0340437309714918,0.0340437309714918,0.00673672864457008,"CVGW"
"5577","Calavo Growers, Inc",661881491,78.74,32.34,80.96,32.75,-0.505499596299189,17716314,0,88879,163437,40.33,38.67,3971,-1.2,1.14999997615814,0.0307815839442757,NA,2021-11-10,2022-06-08,-31.3123990462674,0.424839185231736,3.64410909181314,-0.348194362299953,-0.388914423484267,-0.499507679529516,-0.118867924528302,0.0498156640589873,-0.134183082271147,0.0340437309714918,0.0340437309714918,0.00673672864457008,"CVGW"
"5576","Calavo Growers, Inc",661881491,78.74,32.34,80.96,32.75,-0.505499596299189,17716314,0,88879,163437,40.33,38.67,3971,-1.2,1.14999997615814,0.0307815839442757,NA,2021-11-10,2022-06-08,-31.3123990462674,0.424839185231736,3.64410909181314,-0.348194362299953,-0.388914423484267,-0.499507679529516,-0.118867924528302,0.0498156640589873,-0.134183082271147,0.0340437309714918,0.0340437309714918,0.00673672864457008,"CVGW"
"5575","Commercial Vehicle Group Inc",243305710,13.61,6.92,13.61,6.92,-0.255533199195171,32879150,0,176509,188338,8.58,8.2,7200,0.7238,0,0,NA,NA,2022-05-03,10.2522210517445,1.27361690839592,-0.660550458715596,0.0235131396957122,3.45783132530121,-0.255533199195171,-0.0818858560794045,-0.252525252525252,-0.0796019900497511,-0.0644753476611883,-0.0644753476611883,-0.0986601705237515,"CVGI"
"5574","Commercial Vehicle Group Inc",243305710,13.61,6.92,13.61,6.92,-0.255533199195171,32879150,0,176509,188338,8.58,8.2,7200,0.7238,0,0,NA,NA,2022-05-03,10.2522210517445,1.27361690839592,-0.660550458715596,0.0235131396957122,3.45783132530121,-0.255533199195171,-0.0818858560794045,-0.252525252525252,-0.0796019900497511,-0.0644753476611883,-0.0644753476611883,-0.0986601705237515,"CVGI"
"5573","Commercial Vehicle Group Inc",243305710,13.61,6.92,13.61,6.92,-0.255533199195171,32879150,0,176509,188338,8.58,8.2,7200,0.7238,0,0,NA,NA,2022-05-03,10.2522210517445,1.27361690839592,-0.660550458715596,0.0235131396957122,3.45783132530121,-0.255533199195171,-0.0818858560794045,-0.252525252525252,-0.0796019900497511,-0.0644753476611883,-0.0644753476611883,-0.0986601705237515,"CVGI"
"5572","Commercial Vehicle Group Inc",243305710,13.61,6.92,13.61,6.92,-0.255533199195171,32879150,0,176509,188338,8.58,8.2,7200,0.7238,0,0,NA,NA,2022-05-03,10.2522210517445,1.27361690839592,-0.660550458715596,0.0235131396957122,3.45783132530121,-0.255533199195171,-0.0818858560794045,-0.252525252525252,-0.0796019900497511,-0.0644753476611883,-0.0644753476611883,-0.0986601705237515,"CVGI"
"5571","Commercial Vehicle Group Inc",243305710,13.61,6.92,13.61,6.92,-0.255533199195171,32879150,0,176509,188338,8.58,8.2,7200,0.7238,0,0,NA,NA,2022-05-03,10.2522210517445,1.27361690839592,-0.660550458715596,0.0235131396957122,3.45783132530121,-0.255533199195171,-0.0818858560794045,-0.252525252525252,-0.0796019900497511,-0.0644753476611883,-0.0644753476611883,-0.0986601705237515,"CVGI"
"5570","Cavco Industries Inc",2128884996,327.24,196.46,327.24,196.46,0.035663338088445,9163589,0,80402,74196,274.02,261.98,4700,18.23,0,0,NA,NA,2022-05-26,12.5748536387532,1.35011460741174,5.63013698630137,0.98818998716303,0.648244058176658,0.0342801175318315,-0.26862899417598,-0.00539429745697417,-0.197402059006426,-0.129561633570626,-0.129561633570626,-0.0520646319569121,"CVCO"
"5569","Cavco Industries Inc",2128884996,327.24,196.46,327.24,196.46,0.035663338088445,9163589,0,80402,74196,274.02,261.98,4700,18.23,0,0,NA,NA,2022-05-26,12.5748536387532,1.35011460741174,5.63013698630137,0.98818998716303,0.648244058176658,0.0342801175318315,-0.26862899417598,-0.00539429745697417,-0.197402059006426,-0.129561633570626,-0.129561633570626,-0.0520646319569121,"CVCO"
