"","changePercent","change","label","fVolume","fLow","fHigh","fClose","fOpen","uVolume","uLow","uHigh","uClose","uOpen","marketChangeOverTime","changeOverTime","updated","date","subkey","key","id","volume","symbol","open","low","high","close"
"573",0,0,"Dec 31, 20",35883,37.3154,37.9014,37.6883,37.4268,35883,38.525,39.13,38.91,38.64,0,0,1647302657296.13,2020-12-31,NA,"CASS","HISTORICAL_PRICES",35883,"CASS",38.64,38.525,39.13,38.91
"574",0,0,"Dec 31, 19",32964,54.4328,55.245,54.5273,54.7822,32964,57.64,58.5,57.74,58.01,0,0,1647302657294.81,2019-12-31,NA,"CASS","HISTORICAL_PRICES",32964,"CASS",58.01,57.64,58.5,57.74
"575",0,0,"Dec 31, 18",31296,48.0397,49.2746,48.9508,48.3311,31296,51.935,53.27,52.92,52.25,0,0,1647302657300.89,2018-12-31,NA,"CASS","HISTORICAL_PRICES",31296,"CASS",52.25,51.935,53.27,52.92
"576",0,0,"Jan 2, 18",36166,51.7234,53.344,53.3167,53.0982,36166,56.81,58.59,58.56,58.32,0,0,1647302657303.49,2018-01-02,NA,"CASS","HISTORICAL_PRICES",36166,"CASS",58.32,56.81,58.59,58.56
"577",0,0,"Dec 31, 21",853834,0.7952,0.8426,0.8,0.8107,853834,0.7952,0.8426,0.8,0.8107,0,0,1647302657306.16,2021-12-31,NA,"CASI","HISTORICAL_PRICES",853834,"CASI",0.8107,0.7952,0.8426,0.8
"578",0,0,"Dec 31, 20",347070,2.81,3.08,2.95,3.03,347070,2.81,3.08,2.95,3.03,0,0,1647302657307.77,2020-12-31,NA,"CASI","HISTORICAL_PRICES",347070,"CASI",3.03,2.81,3.08,2.95
"579",0,0,"Dec 31, 19",104417,3.07,3.145,3.09,3.12,104417,3.07,3.145,3.09,3.12,0,0,1647302657300.89,2019-12-31,NA,"CASI","HISTORICAL_PRICES",104417,"CASI",3.12,3.07,3.145,3.09
"580",0,0,"Dec 31, 18",460537,3.96,4.56,4.02,4.46,460537,3.96,4.56,4.02,4.46,0,0,1647302657296.88,2018-12-31,NA,"CASI","HISTORICAL_PRICES",460537,"CASI",4.46,3.96,4.56,4.02
"581",0,0,"Jan 2, 18",376446,3.23,3.63,3.58,3.23,376446,3.23,3.63,3.58,3.23,0,0,1647302657300.21,2018-01-02,NA,"CASI","HISTORICAL_PRICES",376446,"CASI",3.23,3.23,3.63,3.58
"582",0,0,"Sep 30, 21",185887,51.933,53.2206,52.3821,52.8313,185887,52.03,53.32,52.48,52.93,0,0,1647302657300.89,2021-09-30,NA,"CASH","HISTORICAL_PRICES",185887,"CASH",52.93,52.03,53.32,52.48
"583",0,0,"Sep 30, 20",199162,18.9793,19.6351,19.0985,19.2675,199162,19.1,19.76,19.22,19.39,0,0,1647302657310.58,2020-09-30,NA,"CASH","HISTORICAL_PRICES",199162,"CASH",19.39,19.1,19.76,19.22
"584",0,0,"Sep 30, 19",300745,31.8016,32.3537,32.1467,31.8706,300745,32.26,32.82,32.61,32.33,0,0,1647302657307.77,2019-09-30,NA,"CASH","HISTORICAL_PRICES",300745,"CASH",32.33,32.26,32.82,32.61
"585",0,0,"Oct 1, 18",174039,26.3716,27.4013,26.5378,26.9646,58013,80.93,84.09,81.44,82.75,0,0,1647302657305.46,2018-10-01,NA,"CASH","HISTORICAL_PRICES",174039,"CASH",27.5833,26.9767,28.03,27.1467
"586",0,0,"Oct 2, 17",290322,25.3604,25.9114,25.7817,25.6521,96774,78.25,79.95,79.55,79.15,0,0,1647302657317.09,2017-10-02,NA,"CASH","HISTORICAL_PRICES",290322,"CASH",26.3833,26.0833,26.65,26.5167
"587",0,0,"Dec 31, 21",207211,5.62,5.78,5.67,5.62,207211,5.62,5.78,5.67,5.62,0,0,1647302657296.88,2021-12-31,NA,"CASA","HISTORICAL_PRICES",207211,"CASA",5.62,5.62,5.78,5.67
"588",0,0,"Dec 31, 20",236624,6.13,6.47,6.17,6.44,236624,6.13,6.47,6.17,6.44,0,0,1647302657300.89,2020-12-31,NA,"CASA","HISTORICAL_PRICES",236624,"CASA",6.44,6.13,6.47,6.17
"589",0,0,"Dec 31, 19",414723,4,4.16,4.09,4,414723,4,4.16,4.09,4,0,0,1647302657296.88,2019-12-31,NA,"CASA","HISTORICAL_PRICES",414723,"CASA",4,4,4.16,4.09
"590",0,0,"Dec 31, 18",280651,12.7,13.15,13.13,12.99,280651,12.7,13.15,13.13,12.99,0,0,1647302657300.21,2018-12-31,NA,"CASA","HISTORICAL_PRICES",280651,"CASA",12.99,12.7,13.15,13.13
"591",0,0,"Dec 31, 21",1238322,32.6,33.72,33.64,33.1,1238322,32.6,33.72,33.64,33.1,0,0,1647302657300.89,2021-12-31,NA,"CARG","HISTORICAL_PRICES",1238322,"CARG",33.1,32.6,33.72,33.64
"592",0,0,"Dec 31, 20",597493,31.56,32.42,31.73,32.35,597493,31.56,32.42,31.73,32.35,0,0,1647302657300.21,2020-12-31,NA,"CARG","HISTORICAL_PRICES",597493,"CARG",32.35,31.56,32.42,31.73
"593",0,0,"Dec 31, 19",502486,34.54,35.58,35.18,34.89,502486,34.54,35.58,35.18,34.89,0,0,1647302657303.09,2019-12-31,NA,"CARG","HISTORICAL_PRICES",502486,"CARG",34.89,34.54,35.58,35.18
"594",0,0,"Dec 31, 18",466770,33.155,34.38,33.73,33.82,466770,33.155,34.38,33.73,33.82,0,0,1647302657310.58,2018-12-31,NA,"CARG","HISTORICAL_PRICES",466770,"CARG",33.82,33.155,34.38,33.73
"595",0,0,"Jan 2, 18",917737,29.4,30.61,30.13,30.05,917737,29.4,30.61,30.13,30.05,0,0,1647302657296.13,2018-01-02,NA,"CARG","HISTORICAL_PRICES",917737,"CARG",30.05,29.4,30.61,30.13
"596",0,0,"Dec 31, 21",329004,12.16,12.58,12.18,12.34,329004,12.16,12.58,12.18,12.34,0,0,1647302657300.21,2021-12-31,NA,"CARA","HISTORICAL_PRICES",329004,"CARA",12.34,12.16,12.58,12.18
"597",0,0,"Dec 31, 20",278203,15.11,15.54,15.13,15.33,278203,15.11,15.54,15.13,15.33,0,0,1647302657305.46,2020-12-31,NA,"CARA","HISTORICAL_PRICES",278203,"CARA",15.33,15.11,15.54,15.13
"598",0,0,"Dec 31, 19",703559,15.9,16.49,16.11,16.35,703559,15.9,16.49,16.11,16.35,0,0,1647302657294.81,2019-12-31,NA,"CARA","HISTORICAL_PRICES",703559,"CARA",16.35,15.9,16.49,16.11
"599",0,0,"Dec 31, 18",510140,12.6,13.02,13,12.8,510140,12.6,13.02,13,12.8,0,0,1647302657317.09,2018-12-31,NA,"CARA","HISTORICAL_PRICES",510140,"CARA",12.8,12.6,13.02,13
"600",0,0,"Jan 2, 18",1026025,12.25,12.85,12.84,12.34,1026025,12.25,12.85,12.84,12.34,0,0,1647302657296.13,2018-01-02,NA,"CARA","HISTORICAL_PRICES",1026025,"CARA",12.34,12.25,12.85,12.84
"601",0,0,"Dec 31, 21",851206,204,209.4,207.37,205.59,851206,204,209.4,207.37,205.59,0,0,1647302657317.09,2021-12-31,NA,"CAR","HISTORICAL_PRICES",851206,"CAR",205.59,204,209.4,207.37
"602",0,0,"Dec 31, 20",1041423,36.73,38.11,37.3,37.28,1041423,36.73,38.11,37.3,37.28,0,0,1647302657306.16,2020-12-31,NA,"CAR","HISTORICAL_PRICES",1041423,"CAR",37.28,36.73,38.11,37.3
"603",0,0,"Dec 31, 19",783262,32.17,32.99,32.24,32.57,783262,32.17,32.99,32.24,32.57,0,0,1647302657306.16,2019-12-31,NA,"CAR","HISTORICAL_PRICES",783262,"CAR",32.57,32.17,32.99,32.24
"604",0,0,"Dec 31, 18",2115711,22,23.78,22.48,23.66,2115711,22,23.78,22.48,23.66,0,0,1647302657300.89,2018-12-31,NA,"CAR","HISTORICAL_PRICES",2115711,"CAR",23.66,22,23.78,22.48
"605",0,0,"Jan 2, 18",1306916,43.56,44.68,44.43,43.97,1306916,43.56,44.68,44.43,43.97,0,0,1647302657299.42,2018-01-02,NA,"CAR","HISTORICAL_PRICES",1306916,"CAR",43.97,43.56,44.68,44.43
"606",0,0,"Mar 1, 21",165993,11.4,11.88,11.82,11.46,165993,11.4,11.88,11.82,11.46,0,0,1647302657307.13,2021-03-01,NA,"CAMP","HISTORICAL_PRICES",165993,"CAMP",11.46,11.4,11.88,11.82
"607",0,0,"Feb 28, 20",545803,9.25,9.64,9.62,9.35,545803,9.25,9.64,9.62,9.35,0,0,1647302657310.58,2020-02-28,NA,"CAMP","HISTORICAL_PRICES",545803,"CAMP",9.35,9.25,9.64,9.62
"608",0,0,"Feb 28, 19",159597,13.89,14.31,13.9,14.31,159597,13.89,14.31,13.9,14.31,0,0,1647302657300.21,2019-02-28,NA,"CAMP","HISTORICAL_PRICES",159597,"CAMP",14.31,13.89,14.31,13.9
"609",0,0,"Feb 28, 18",201578,23.39,24.28,23.4,23.96,201578,23.39,24.28,23.4,23.96,0,0,1647302657300.61,2018-02-28,NA,"CAMP","HISTORICAL_PRICES",201578,"CAMP",23.96,23.39,24.28,23.4
"610",0,0,"Mar 1, 17",402219,16.25,16.53,16.44,16.34,402219,16.25,16.53,16.44,16.34,0,0,1647302657305.46,2017-03-01,NA,"CAMP","HISTORICAL_PRICES",402219,"CAMP",16.34,16.25,16.53,16.44
"611",0,0,"Jun 1, 20",265079,44.0703,44.8096,44.2102,44.6398,265079,44.11,44.85,44.25,44.68,0,0,1647302657303.09,2020-06-01,NA,"CALM","HISTORICAL_PRICES",265079,"CALM",44.68,44.11,44.85,44.25
"612",0,0,"Jun 3, 19",422574,36.617,37.4962,37.3663,37.0266,422574,36.65,37.53,37.4,37.06,0,0,1647302657300.61,2019-06-03,NA,"CALM","HISTORICAL_PRICES",422574,"CALM",37.06,36.65,37.53,37.4
"613",0,0,"Jun 4, 18",385110,45.2999,46.3038,45.4468,46.0345,385110,46.25,47.275,46.4,47,0,0,1647302657305.46,2018-06-04,NA,"CALM","HISTORICAL_PRICES",385110,"CALM",47,46.25,47.275,46.4
"614",0,0,"Dec 29, 21",482411,39.04,39.81,39.23,39.39,482411,39.04,39.81,39.23,39.39,0,0,1647302657303.45,2021-12-29,NA,"CAKE","HISTORICAL_PRICES",482411,"CAKE",39.39,39.04,39.81,39.23
"615",0,0,"Dec 31, 20",900733,35.9,37.785,37.06,36.39,900733,35.9,37.785,37.06,36.39,0,0,1647302657317.09,2020-12-31,NA,"CAKE","HISTORICAL_PRICES",900733,"CAKE",36.39,35.9,37.785,37.06
"616",0,0,"Jan 2, 20",677852,38.3569,39.5234,38.5249,38.7918,677852,38.8,39.98,38.97,39.24,0,0,1647302657296.88,2020-01-02,NA,"CAKE","HISTORICAL_PRICES",677852,"CAKE",39.24,38.8,39.98,38.97
"617",0,0,"Jan 2, 19",739122,40.5557,41.3747,41.3028,41.2262,739122,42.34,43.195,43.12,43.04,0,0,1647302657300.21,2019-01-02,NA,"CAKE","HISTORICAL_PRICES",739122,"CAKE",43.04,42.34,43.195,43.12
"618",0,0,"Jan 3, 18",970457,46.0751,47.3274,47.1124,46.0751,970457,49.3,50.64,50.41,49.3,0,0,1647302657303.45,2018-01-03,NA,"CAKE","HISTORICAL_PRICES",970457,"CAKE",49.3,49.3,50.64,50.41
"619",0,0,"Dec 31, 21",110042,665.7,690.77,687.68,671.47,110042,665.7,690.77,687.68,671.47,0,0,1647302657305.46,2021-12-31,NA,"CACC","HISTORICAL_PRICES",110042,"CACC",671.47,665.7,690.77,687.68
"620",0,0,"Dec 31, 20",79250,336.6,346.53,346.14,339.95,79250,336.6,346.53,346.14,339.95,0,0,1647302657307.13,2020-12-31,NA,"CACC","HISTORICAL_PRICES",79250,"CACC",339.95,336.6,346.53,346.14
"621",0,0,"Dec 31, 19",269504,434.0572,444.94,442.33,440,269504,434.0572,444.94,442.33,440,0,0,1647302657303.49,2019-12-31,NA,"CACC","HISTORICAL_PRICES",269504,"CACC",440,434.0572,444.94,442.33
"622",0,0,"Dec 31, 18",131859,376.48,384.73,381.76,380.19,131859,376.48,384.73,381.76,380.19,0,0,1647302657299.42,2018-12-31,NA,"CACC","HISTORICAL_PRICES",131859,"CACC",380.19,376.48,384.73,381.76
"623",0,0,"Jan 2, 18",151803,321.19,329.13,328.63,325.02,151803,321.19,329.13,328.63,325.02,0,0,1647302657303.49,2018-01-02,NA,"CACC","HISTORICAL_PRICES",151803,"CACC",325.02,321.19,329.13,328.63
"624",0,0,"Dec 31, 21",21248,47.5498,48.0062,47.778,47.6391,21248,47.93,48.39,48.16,48.02,0,0,1647302657307.13,2021-12-31,NA,"CAC","HISTORICAL_PRICES",21248,"CAC",48.02,47.93,48.39,48.16
"625",0,0,"Dec 31, 20",23600,34.2499,34.6055,34.3941,34.4805,23600,35.63,36,35.78,35.8699,0,0,1647302657300.61,2020-12-31,NA,"CAC","HISTORICAL_PRICES",23600,"CAC",35.8699,35.63,36,35.78
"626",0,0,"Dec 31, 19",40407,42.5427,43.0611,42.6353,42.8482,40407,45.96,46.52,46.06,46.29,0,0,1647302657296.88,2019-12-31,NA,"CAC","HISTORICAL_PRICES",40407,"CAC",46.29,45.96,46.52,46.06
"627",0,0,"Dec 31, 18",57381,31.7833,32.5028,32.3499,32.1251,57381,35.34,36.14,35.97,35.72,0,0,1647302657296.13,2018-12-31,NA,"CAC","HISTORICAL_PRICES",57381,"CAC",35.72,35.34,36.14,35.97
"628",0,0,"Jan 2, 18",37227,36.6065,37.4133,37.1765,37.2818,37227,41.74,42.66,42.39,42.51,0,0,1647302657294.81,2018-01-02,NA,"CAC","HISTORICAL_PRICES",37227,"CAC",42.51,41.74,42.66,42.39
"629",0,0,"Dec 31, 21",66773,2.64,2.735,2.68,2.65,66773,2.64,2.735,2.68,2.65,0,0,1647302657317.09,2021-12-31,NA,"CAAS","HISTORICAL_PRICES",66773,"CAAS",2.65,2.64,2.735,2.68
"630",0,0,"Dec 31, 20",242299,6.11,6.33,6.24,6.33,242299,6.11,6.33,6.24,6.33,0,0,1647302657303.45,2020-12-31,NA,"CAAS","HISTORICAL_PRICES",242299,"CAAS",6.33,6.11,6.33,6.24
"631",0,0,"Dec 31, 19",248597,3.1,3.49,3.15,3.1,248597,3.1,3.49,3.15,3.1,0,0,1647302657307.13,2019-12-31,NA,"CAAS","HISTORICAL_PRICES",248597,"CAAS",3.1,3.1,3.49,3.15
"632",0,0,"Dec 31, 18",75008,2.4203,2.65,2.44,2.48,75008,2.4203,2.65,2.44,2.48,0,0,1647302657317.09,2018-12-31,NA,"CAAS","HISTORICAL_PRICES",75008,"CAAS",2.48,2.4203,2.65,2.44
"633",0,0,"Jan 2, 18",63039,4.71,5.09,4.85,4.75,63039,4.71,5.09,4.85,4.75,0,0,1647302657294.81,2018-01-02,NA,"CAAS","HISTORICAL_PRICES",63039,"CAAS",4.75,4.71,5.09,4.85
"634",0,0,"Dec 31, 21",1902592,65.09,68.86,65.16,66.7,1902592,65.09,68.86,65.16,66.7,0,0,1647302657310.58,2021-12-31,NA,"BYND","HISTORICAL_PRICES",1902592,"BYND",66.7,65.09,68.86,65.16
"635",0,0,"Dec 31, 20",2650109,123.22,126.6195,125,126.56,2650109,123.22,126.6195,125,126.56,0,0,1647302657300.89,2020-12-31,NA,"BYND","HISTORICAL_PRICES",2650109,"BYND",126.56,123.22,126.6195,125
"636",0,0,"Dec 31, 19",2004081,73.22,75.73,75.6,73.55,2004081,73.22,75.73,75.6,73.55,0,0,1647302657303.49,2019-12-31,NA,"BYND","HISTORICAL_PRICES",2004081,"BYND",73.55,73.22,75.73,75.6
"637",0,0,"Dec 31, 21",54163,26.7853,27.063,26.9043,26.8051,54163,27,27.28,27.12,27.02,0,0,1647302657300.89,2021-12-31,NA,"BUSE","HISTORICAL_PRICES",54163,"BUSE",27.02,27,27.28,27.12
"638",0,0,"Dec 31, 20",103410,20.237,20.6765,20.5905,20.3803,103410,21.18,21.64,21.55,21.33,0,0,1647302657310.58,2020-12-31,NA,"BUSE","HISTORICAL_PRICES",103410,"BUSE",21.33,21.18,21.64,21.55
"639",0,0,"Dec 31, 19",83303,24.9866,25.1781,25.0778,25.014,83303,27.4,27.61,27.5,27.43,0,0,1647302657300.61,2019-12-31,NA,"BUSE","HISTORICAL_PRICES",83303,"BUSE",27.43,27.4,27.61,27.5
"640",0,0,"Dec 31, 18",122100,21.2782,21.7415,21.6577,21.6312,122100,24.11,24.635,24.54,24.51,0,0,1647302657303.45,2018-12-31,NA,"BUSE","HISTORICAL_PRICES",122100,"BUSE",24.51,24.11,24.635,24.54
"641",0,0,"Jan 2, 18",142211,25.5523,26.0426,25.6986,25.8792,142211,29.71,30.28,29.88,30.09,0,0,1647302657303.09,2018-01-02,NA,"BUSE","HISTORICAL_PRICES",142211,"BUSE",30.09,29.71,30.28,29.88
"642",0,0,"Dec 31, 21",479086,48.2219,49.8606,48.2919,48.7915,479086,48.26,49.9,48.33,48.83,0,0,1647302657307.13,2021-12-31,NA,"BSY","HISTORICAL_PRICES",479086,"BSY",48.83,48.26,49.9,48.33
"643",0,0,"Dec 31, 20",390699,38.9115,41.045,40.387,39.4897,390699,39.03,41.17,40.51,39.61,0,0,1647302657306.16,2020-12-31,NA,"BSY","HISTORICAL_PRICES",390699,"BSY",39.61,39.03,41.17,40.51
"644",0,0,"Dec 31, 21",17140,26.7069,27.2224,26.9151,26.7961,17140,26.94,27.46,27.15,27.03,0,0,1647302657296.13,2021-12-31,NA,"BSRR","HISTORICAL_PRICES",17140,"BSRR",27.03,26.94,27.46,27.15
"645",0,0,"Dec 31, 20",27793,22.4472,23.1652,22.8971,22.9641,27793,23.45,24.2,23.92,23.99,0,0,1647302657303.45,2020-12-31,NA,"BSRR","HISTORICAL_PRICES",27793,"BSRR",23.99,23.45,24.2,23.92
"646",0,0,"Dec 31, 19",22786,26.7782,27.1008,26.8427,26.7966,22786,29.05,29.4,29.12,29.07,0,0,1647302657294.81,2019-12-31,NA,"BSRR","HISTORICAL_PRICES",22786,"BSRR",29.07,29.05,29.4,29.12
"647",0,0,"Dec 31, 18",16598,21.3754,21.6892,21.5458,21.6085,16598,23.84,24.19,24.03,24.1,0,0,1647302657306.16,2018-12-31,NA,"BSRR","HISTORICAL_PRICES",16598,"BSRR",24.1,23.84,24.19,24.03
"648",0,0,"Jan 2, 18",36196,23.1717,23.8129,23.3996,23.496,36196,26.44,27.1716,26.7,26.81,0,0,1647302657307.77,2018-01-02,NA,"BSRR","HISTORICAL_PRICES",36196,"BSRR",26.81,26.44,27.1716,26.7
"649",0,0,"Nov 29, 21",85176,14.6441,15.6185,15.067,15.4714,85176,15.93,16.99,16.39,16.83,0,0,1648074100000,2021-11-29,NA,"BSET","HISTORICAL_PRICES",85176,"BSET",16.83,15.93,16.99,16.39
"650",0,0,"Aug 30, 21",37914,19.567,20.3788,19.7312,20.3788,37914,21.45,22.34,21.63,22.34,0,0,1648074050000,2021-08-30,NA,"BSET","HISTORICAL_PRICES",37914,"BSET",22.34,21.45,22.34,21.63
"651",0,0,"Nov 30, 20",64720,13.8127,14.5308,13.9191,14.522,64720,15.58,16.39,15.7,16.38,0,0,1648074027000,2020-11-30,NA,"BSET","HISTORICAL_PRICES",64720,"BSET",16.38,15.58,16.39,15.7
"652",0,0,"Nov 25, 19",52469,12.7306,13.079,12.8496,12.785,52469,14.98,15.39,15.12,15.044,0,0,1648073887000,2019-11-25,NA,"BSET","HISTORICAL_PRICES",52469,"BSET",15.044,14.98,15.39,15.12
"653",0,0,"Nov 26, 18",37921,16.1411,17.0013,16.3387,16.742,37921,19.61,20.655,19.85,20.34,0,0,1648073953000,2018-11-26,NA,"BSET","HISTORICAL_PRICES",37921,"BSET",20.34,19.61,20.655,19.85
"654",0,0,"Nov 27, 17",15441,30.7236,31.4147,30.7744,31.0945,15441,38.3866,39.25,38.45,38.85,0,0,1648073908000,2017-11-27,NA,"BSET","HISTORICAL_PRICES",15441,"BSET",38.85,38.3866,39.25,38.45
"655",0,0,"Dec 31, 21",396587,83.8011,85.36,83.8511,84.7105,396587,83.86,85.42,83.91,84.77,0,0,1647302657303.49,2021-12-31,NA,"BRKR","HISTORICAL_PRICES",396587,"BRKR",84.77,83.86,85.42,83.91
"656",0,0,"Dec 31, 20",308874,52.8937,54.2797,53.9756,53.4372,308874,53.045,54.435,54.13,53.59,0,0,1647302657299.42,2020-12-31,NA,"BRKR","HISTORICAL_PRICES",308874,"BRKR",53.59,53.045,54.435,54.13
"657",0,0,"Dec 31, 19",208765,49.7704,50.6895,50.6448,50.1579,208765,50.09,51.015,50.97,50.48,0,0,1647302657303.49,2019-12-31,NA,"BRKR","HISTORICAL_PRICES",208765,"BRKR",50.48,50.09,51.015,50.97
"658",0,0,"Dec 31, 18",693839,28.8201,30.1576,29.4938,30.1576,693839,29.09,30.44,29.77,30.44,0,0,1647302657296.88,2018-12-31,NA,"BRKR","HISTORICAL_PRICES",693839,"BRKR",30.44,29.09,30.44,29.77
"659",0,0,"Jan 2, 18",313055,33.8763,34.246,34.0291,34.0094,313055,34.365,34.74,34.52,34.5,0,0,1647302657296.13,2018-01-02,NA,"BRKR","HISTORICAL_PRICES",313055,"BRKR",34.5,34.365,34.74,34.52
"660",0,0,"Dec 31, 21",154854,15.9337,16.1521,16.0727,16.0628,154854,16.05,16.27,16.19,16.18,0,0,1647302657300.89,2021-12-31,NA,"BRKL","HISTORICAL_PRICES",154854,"BRKL",16.18,16.05,16.27,16.19
"661",0,0,"Dec 31, 20",209952,11.4384,11.6212,11.5827,11.4961,209952,11.89,12.08,12.04,11.95,0,0,1647302657300.61,2020-12-31,NA,"BRKL","HISTORICAL_PRICES",209952,"BRKL",11.95,11.89,12.08,12.04
"662",0,0,"Dec 31, 19",284719,15.157,15.286,15.1754,15.1938,284719,16.44,16.58,16.46,16.48,0,0,1647302657303.09,2019-12-31,NA,"BRKL","HISTORICAL_PRICES",284719,"BRKL",16.48,16.44,16.58,16.46
"663",0,0,"Dec 31, 18",376486,12.1535,12.4266,12.3774,12.3326,376486,13.57,13.875,13.82,13.77,0,0,1647302657306.16,2018-12-31,NA,"BRKL","HISTORICAL_PRICES",376486,"BRKL",13.77,13.57,13.875,13.82
"664",0,0,"Jan 2, 18",297648,13.601,13.8634,13.6884,13.7759,297648,15.55,15.85,15.65,15.75,0,0,1647302657307.13,2018-01-02,NA,"BRKL","HISTORICAL_PRICES",297648,"BRKL",15.75,15.55,15.85,15.65
"665",0,0,"Dec 31, 21",135740,80.6608,81.7921,81.4842,80.7492,135740,81.211,82.35,82.04,81.3,0,0,1647382789000,2021-12-31,NA,"BPOP","HISTORICAL_PRICES",135740,"BPOP",81.3,81.211,82.35,82.04
"666",0,0,"Dec 31, 20",305295,53.7228,55.0525,54.6643,54.2566,305295,55.35,56.72,56.32,55.9,0,0,1647382994000,2020-12-31,NA,"BPOP","HISTORICAL_PRICES",305295,"BPOP",55.9,55.35,56.72,56.32
"667",0,0,"Dec 31, 19",260886,54.3399,54.8238,54.6656,54.3399,260886,58.4,58.92,58.75,58.4,0,0,1647382745000,2019-12-31,NA,"BPOP","HISTORICAL_PRICES",260886,"BPOP",58.4,58.4,58.92,58.75
"668",0,0,"Dec 31, 18",512935,42.0161,44.2548,42.9716,42.826,512935,46.17,48.63,47.22,47.06,0,0,1647382797000,2018-12-31,NA,"BPOP","HISTORICAL_PRICES",512935,"BPOP",47.06,46.17,48.63,47.22
"669",0,0,"Jan 2, 18",1056570,31.4907,32.0791,31.7849,31.9454,1056570,35.32,35.98,35.65,35.83,0,0,1647382821000,2018-01-02,NA,"BPOP","HISTORICAL_PRICES",1056570,"BPOP",35.83,35.32,35.98,35.65
"670",0,0,"Dec 31, 21",410219,106.11,111.68,107.11,109.85,410219,106.11,111.68,107.11,109.85,0,0,1647302657303.45,2021-12-31,NA,"BPMC","HISTORICAL_PRICES",410219,"BPMC",109.85,106.11,111.68,107.11
"671",0,0,"Dec 31, 20",377769,111.575,115.47,112.15,115.11,377769,111.575,115.47,112.15,115.11,0,0,1647302657310.58,2020-12-31,NA,"BPMC","HISTORICAL_PRICES",377769,"BPMC",115.11,111.575,115.47,112.15
"672",0,0,"Dec 31, 19",250733,80,81.7,80.11,80.53,250733,80,81.7,80.11,80.53,0,0,1647302657300.89,2019-12-31,NA,"BPMC","HISTORICAL_PRICES",250733,"BPMC",80.53,80,81.7,80.11
"673",0,0,"Dec 31, 18",255708,50.8722,53.91,53.91,51.22,255708,50.8722,53.91,53.91,51.22,0,0,1647302657303.45,2018-12-31,NA,"BPMC","HISTORICAL_PRICES",255708,"BPMC",51.22,50.8722,53.91,53.91
"674",0,0,"Jan 2, 18",399326,75.255,80.1,80.01,76.16,399326,75.255,80.1,80.01,76.16,0,0,1647302657303.09,2018-01-02,NA,"BPMC","HISTORICAL_PRICES",399326,"BPMC",76.16,75.255,80.1,80.01
"675",0,0,"Dec 31, 21",123423,39.52,40.99,39.61,40.29,123423,39.52,40.99,39.61,40.29,0,0,1647302657303.09,2021-12-31,NA,"BOOM","HISTORICAL_PRICES",123423,"BOOM",40.29,39.52,40.99,39.61
"676",0,0,"Dec 31, 20",47425,42.86,43.77,43.25,43.32,47425,42.86,43.77,43.25,43.32,0,0,1647302657296.88,2020-12-31,NA,"BOOM","HISTORICAL_PRICES",47425,"BOOM",43.32,42.86,43.77,43.25
"677",0,0,"Dec 31, 19",250509,43.587,45.1192,44.7113,43.7363,250509,43.81,45.35,44.94,43.96,0,0,1647302657310.58,2019-12-31,NA,"BOOM","HISTORICAL_PRICES",250509,"BOOM",43.96,43.81,45.35,44.94
"678",0,0,"Dec 31, 18",134014,34.255,35.7082,34.7196,34.8778,134014,34.65,36.12,35.12,35.28,0,0,1647302657299.42,2018-12-31,NA,"BOOM","HISTORICAL_PRICES",134014,"BOOM",35.28,34.65,36.12,35.12
"679",0,0,"Jan 2, 18",98307,23.8699,25.1521,24.2644,25.0042,98307,24.2,25.5,24.6,25.35,0,0,1647302657307.13,2018-01-02,NA,"BOOM","HISTORICAL_PRICES",98307,"BOOM",25.35,24.2,25.5,24.6
"680",0,0,"Dec 31, 21",220231,103.1869,105.52,104.9529,103.9679,220231,103.715,106.06,105.49,104.5,0,0,1647302657296.13,2021-12-31,NA,"BOKF","HISTORICAL_PRICES",220231,"BOKF",104.5,103.715,106.06,105.49
"681",0,0,"Dec 31, 20",182968,66.2518,67.6397,66.5991,67.2604,182968,68.1229,69.55,68.48,69.16,0,0,1647302657307.13,2020-12-31,NA,"BOKF","HISTORICAL_PRICES",182968,"BOKF",69.16,68.1229,69.55,68.48
"682",0,0,"Dec 31, 19",100750,81.6848,82.4465,82.1926,81.7694,100750,86.86,87.67,87.4,86.95,0,0,1647302657303.49,2019-12-31,NA,"BOKF","HISTORICAL_PRICES",100750,"BOKF",86.95,86.86,87.67,87.4
"683",0,0,"Dec 31, 18",225553,66.0914,67.6183,67.3216,66.9636,225553,71.99,73.6531,73.33,72.94,0,0,1647302657303.49,2018-12-31,NA,"BOKF","HISTORICAL_PRICES",225553,"BOKF",72.94,71.99,73.6531,73.33
"684",0,0,"Jan 2, 18",133105,82.2645,84.1052,83.1196,83.3716,133105,91.4,93.445,92.35,92.63,0,0,1647302657300.21,2018-01-02,NA,"BOKF","HISTORICAL_PRICES",133105,"BOKF",92.63,91.4,93.445,92.35
"685",0,0,"Dec 31, 21",1159051,251.37,263.9499,257.8,253.56,1159051,251.37,263.9499,257.8,253.56,0,0,1647302657294.81,2021-12-31,NA,"BNTX","HISTORICAL_PRICES",1159051,"BNTX",253.56,251.37,263.9499,257.8
"686",0,0,"Dec 31, 20",2607147,80.55,85.5,81.52,83.38,2607147,80.55,85.5,81.52,83.38,0,0,1647302657300.21,2020-12-31,NA,"BNTX","HISTORICAL_PRICES",2607147,"BNTX",83.38,80.55,85.5,81.52
